system:index,.geo
0,"{""type"":""Polygon"",""coordinates"":[[[-159.55955456398308,-75.99710477264132],[-159.56436108253774,-76.0012578751762],[-159.57672070167837,-76.00391522725856],[-159.5835871567565,-76.0079003284695],[-159.59182690285024,-76.01819002694593],[-159.61311291359243,-76.02183942733127],[-159.6117396225768,-76.02565371137575],[-159.60624645851433,-76.02847230914095],[-159.59938000343618,-76.03311349086297],[-159.59938000343618,-76.0359306139265],[-159.58702038429556,-76.0382501794487],[-159.57191418312368,-76.04272256082564],[-159.56642101906118,-76.04835245106608],[-159.56985424660024,-76.05447656722914],[-159.56642101906118,-76.05662765813386],[-159.55886791847524,-76.06589017844865],[-159.55200146339712,-76.06737823513522],[-159.52522228859243,-76.06870082142063],[-159.52728222511587,-76.06208665912062],[-159.5183558335143,-76.05149759666523],[-159.50874279640493,-76.04951126978119],[-159.47647045753774,-76.04553778423025],[-159.44557140968618,-76.04090064905301],[-159.42153881691274,-76.03692475968215],[-159.4078059067565,-76.03278202800124],[-159.39475964210806,-76.03046157208377],[-159.391326414569,-76.02780915979884],[-159.35768078468618,-76.02465877911251],[-159.34532116554556,-76.02698017973897],[-159.33570812843618,-76.02648276856482],[-159.31648205421743,-76.02714597960725],[-159.31030224464715,-76.02449295031904],[-159.31167553566274,-76.02167356575022],[-159.303435789569,-76.0205124806731],[-159.30480908058462,-76.01636497659688],[-159.31716869972524,-76.00707019076462],[-159.31373547218618,-76.00374915723773],[-159.33845471046743,-76.0012578751762],[-159.33021496437368,-76.00026124067352],[-159.33570812843618,-75.99810162736057],[-159.36729382179556,-76.00242052754817],[-159.40437267921743,-75.99843389681189],[-159.3975062241393,-75.99527702501186],[-159.39613293312368,-75.9916208283292],[-159.4078059067565,-75.99012484190794],[-159.40574597023306,-75.98846245114962],[-159.402312742694,-75.9859685025524],[-159.40986584327993,-75.9849708013133],[-159.42291210792837,-75.98630105416466],[-159.43183849952993,-75.98530337612688],[-159.479217039569,-75.98513708968683],[-159.4799036850768,-75.98330781123046],[-159.523162352069,-75.98230992436274],[-159.55955456398308,-75.99710477264132]]]}"
