system:index,.geo
0,"{""type"":""Polygon"",""coordinates"":[[[-106.20135867059993,-74.47275674208298],[-106.1670263952093,-74.47514612686562],[-106.14986025751399,-74.4793726213992],[-106.1450537389593,-74.48084244335685],[-106.11415469110773,-74.4852510946355],[-106.09286868036554,-74.48304692172177],[-106.05166994989679,-74.48690402389195],[-106.04549014032649,-74.49076019082725],[-106.03313052118585,-74.49479898188973],[-106.00635134638117,-74.49736858746654],[-105.97751223505306,-74.50764285631865],[-105.96858584345148,-74.51149399439188],[-105.88412844599056,-74.5224921007638],[-105.85528933466243,-74.5281714703279],[-105.82233035028743,-74.53000309128889],[-105.77289187372492,-74.53000309128889],[-105.74199282587335,-74.5281714703279],[-105.74130618036554,-74.52579004678816],[-105.71796023309993,-74.52542364219823],[-105.70285403192806,-74.52285857306987],[-105.69049441278742,-74.51919346904774],[-105.6907681917391,-74.51574699065675],[-105.70862097494222,-74.50474420865785],[-105.68458838216878,-74.5041938693985],[-105.68664831869222,-74.50034096066531],[-105.6804685091219,-74.49997396824133],[-105.6804685091219,-74.4968541903839],[-105.64064306966877,-74.49373379999402],[-105.59257788412191,-74.48620563183869],[-105.61317724935627,-74.46543880814494],[-105.61780461773068,-74.46576091137294],[-105.64389714702754,-74.46392187117215],[-105.66724309429318,-74.45950730824211],[-105.68097600444943,-74.45325124966912],[-105.69470891460567,-74.45325124966912],[-105.70569524273067,-74.44809735709823],[-105.81418523296504,-74.4462562773631],[-105.84851750835567,-74.44662451031512],[-105.90619573101193,-74.45325124966912],[-105.9707404087463,-74.45288316973759],[-105.9872199009338,-74.45398738403412],[-106.00919255718381,-74.4565635866009],[-106.07373723491818,-74.4547234844029],[-106.11081609234004,-74.45803551539801],[-106.13828191265256,-74.46392187117215],[-106.20969304546504,-74.46943835480242],[-106.20135867059993,-74.47275674208298]]]}"
